executions,shape,example
38,"WITH cte1 AS (SELECT DISTINCT cph.providerid, cph.orderid, cph.accountid, cph.orderstatus, cph.orderstatusreason FROM main.prod_homecare_acreporting_reporting.cartproviderhistory AS cph WHERE cph.date = CAST(CURRENT_TIMESTAMP() AS DATE)), cte AS (SELECT DISTINCT a.accountid, a.name AS accountname, ast.name AS accountstatus, a.iscorporateaccount, o.orderid, o.name AS ordername, CASE WHEN cte1.orderstatus IS NULL THEN ost.name ELSE cte1.orderstatus END AS orderstatus, CASE WHEN cte1.orderstatusreason IS NULL THEN osrt.name ELSE cte1.orderstatusreason END AS orderreason, CASE WHEN LOWER(o.name) L ...","select `OrderType`, `accountid`, `AccountName`, `AccountStatus`, `iscorporateaccount`, `orderid`, `OrderName`, `OrderStatus`, `OrderReason`, `CorporateNationalOrder`, `providerid`, `Status`, `ProviderName`, `YGLProviderStatus`, `OrganizationName` from ( WITH CTE AS( WITH CTE1 AS( Select DISTINCT cph ..."
37,"WITH cte AS (SELECT cph.providerid, cph.orderid, MIN(cph.date) AS firstactivedate, MAX(cph.date) AS lastactivedate FROM main.prod_homecare_acreporting_reporting.cartproviderhistory AS cph WHERE (cph.orderstatusreason = ? OR cph.orderstatus IN (?)) GROUP BY ?, ?), cte2 AS (SELECT cte.providerid, cte.orderid, cph.orderstatus, cph.orderstatusreason, firstactivedate, lastactivedate FROM cte LEFT JOIN main.prod_homecare_acreporting_reporting.cartproviderhistory AS cph ON cph.providerid = cte.providerid AND cph.orderid = cte.orderid WHERE cph.date = CAST(CURRENT_TIMESTAMP() AS DATE)), cte1 AS (SELEC ...","select `ProviderID`, `ProviderName`, `OrderID`, `FirstActiveDate`, `LastActiveDate`, `OrderCreateDate`, `CurrentOrderStatus`, `CurrentOrderStatusReasonType`, `HCAM`, `Status` from ( WITH CTE1 AS( WITH CTE AS ( Select cph.providerid ,cph.orderid ,min(cph.date) FirstActiveDate ,max(cph.date) LastActiv ..."
34,"WITH cte AS (SELECT r.region_id AS regionid, r.region_name AS regionname, zr.zip5 FROM main.prod_ygl_apfm.zip_region AS zr JOIN main.prod_ygl_apfm.region AS r ON r.region_id = zr.region_id JOIN main.prod_ygl_apfm.region_use AS ru ON ru.region_id = zr.region_id AND ru.region_type_code = zr.region_type_code WHERE ru.region_type_code = ? AND r.region_name = ? AND r.active = ? AND zr._fivetran_deleted = FALSE AND r._fivetran_deleted = FALSE AND ru._fivetran_deleted = FALSE ORDER BY r.region_id, zr.zip5), cte1 AS (SELECT CAST(hmcr.createdate AS DATE) AS requestcreatedate, hmcr.hmcrequestid, CASE WH ...","select `RequestCreatedate`, `hmcrequestid`, `Referredby`, `affiliateid`, `leadsource`, `referralid`, `ReturnStatus`, `ProviderOrders`, `ReferralDate`, `TimeFrame`, `DaystoActivation`, `Activation`, `ActivationDate`, `PilotGroup`, `referredbysource`, `RequestCreatedate` as `C1`, `ActivationDate` as ` ..."
34,"SELECT DISTINCT r.referralid, r.leadid, l.hmcprospectid, hmcr.hmcrequestid, l.externalidentifier AS ygl_lead_id, r.providerid, r.billingtypeid, referralstatustypeid, referredon, r.activatedon, CAST(r.activatedon AS DATE) AS activatedondate, CASE WHEN NOT r.activatedon IS NULL THEN ? ELSE ? END AS activations, CASE WHEN NOT hmcl.hottransferred IS NULL THEN ? ELSE ? END AS ht, CASE WHEN r.istopoff = ? THEN ? ELSE ? END AS topoffqueue, CASE WHEN r.addontypeid = ? THEN ? WHEN r.addontypeid = ? THEN ? WHEN r.addontypeid = ? THEN ? ELSE NULL END AS addontype, CASE WHEN r.addontypeid IN (?) THEN ? EL ...","select `ReferralID`, `LeadID`, `HMCProspectID`, `HMCRequestID`, `YGL_Lead_ID`, `ProviderID`, `BillingTypeID`, `ReferralStatusTypeID`, `ReferredOn`, `activatedon`, `ActivatedOnDate`, `Activations`, `HT`, `TopOffQueue`, `AddOnType`, `AddOn`, `CreatedOn`, cast(`ReturnApproved` as BIGINT) as `C2`, `HMCL ..."
33,"WITH cte AS (SELECT r.region_id AS regionid, r.region_name AS regionname, zr.zip5 FROM main.prod_ygl_apfm.zip_region AS zr JOIN main.prod_ygl_apfm.region AS r ON r.region_id = zr.region_id JOIN main.prod_ygl_apfm.region_use AS ru ON ru.region_id = zr.region_id AND ru.region_type_code = zr.region_type_code WHERE ru.region_type_code = ? AND r.region_name = ? AND r.active = ? AND zr._fivetran_deleted = FALSE AND r._fivetran_deleted = FALSE AND ru._fivetran_deleted = FALSE ORDER BY r.region_id, zr.zip5), cte1 AS (SELECT CAST(hmcr.createdate AS DATE) AS requestcreatedate, hmcr.hmcrequestid, CASE WH ...","select * from ( with cte1 as( WITH CTE AS( SELECT r.region_id AS regionId, r.region_name AS regionName, zr.zip5 FROM main.prod_ygl_apfm.zip_region AS zr JOIN main.prod_ygl_apfm.region AS r ON r.region_id = zr.region_id JOIN main.prod_ygl_apfm.region_use ru ON ru.region_id = zr.region_id AND ru.regio ..."
33,"WITH cte AS (SELECT cph.providerid, p.name AS providername, cph.orderid, ost.name AS orderstatus, osrt.name AS orderstatusreason, MIN(cph.date) AS firstactive, MAX(cph.date) AS lastactive FROM main.prod_homecare_acreporting_reporting.cartproviderhistory AS cph LEFT JOIN main.prod_homecare_actransactional_organization.provider AS p ON p.providerid = cph.providerid LEFT JOIN main.prod_homecare_actransactional_ordermanagement.order AS o ON o.orderid = cph.orderid LEFT JOIN main.prod_homecare_actransactional_ordermanagement.orderstatusreasontype AS osrt ON osrt.orderstatusreasontypeid = o.ordersta ...","select * from ( WITH CTE1 AS( WITH CTE AS( Select cph.providerid ,p.name ProviderName ,cph.orderid ,ost.name OrderStatus ,osrt.name OrderStatusReason ,min(cph.date) FirstActive ,max(cph.date) LastActive FROM main.prod_homecare_acreporting_reporting.cartproviderhistory cph left join main.prod_homecar ..."
32,"SELECT cp.providerid, overnighthourlyrate, startinghourlyrate, liveinrate, weekendhourlyrate, oncallhourlyrate, profileratesmodifiedon, firstname + ? + lastname, profileratesmodifiedby, sfrecordid FROM prod_homecare_actransactional_organization.providerclientrequirement AS cp JOIN prod_homecare_actransactional_organization.provider AS p ON p.providerid = cp.providerid LEFT JOIN prod_homecare_actransactional_auth.users AS u ON u.userid = profileratesmodifiedby WHERE cp.providerid IN (?)","select * from ( SELECT cp.ProviderID ,OvernightHourlyRate ,StartingHourlyRate ,LiveInRate ,WeekendHourlyRate ,OnCallHourlyRate ,ProfileRatesModifiedOn ,firstname + ' ' +lastname ,ProfileRatesModifiedBy ,SfRecordId FROM prod_homecare_actransactional_organization.providerclientrequirement cp JOIN prod ..."
32,"SELECT * FROM (SELECT DISTINCT p.providerid, p.name AS providername, po.name AS org, CASE WHEN LOWER(p.name) LIKE ? OR p.providerorganizationid IN (?) THEN ? ELSE ? END AS group FROM main.prod_homecare_actransactional_organization.provider AS p JOIN main.prod_homecare_actransactional_organization.providerorganization AS po ON po.providerorganizationid = p.providerorganizationid WHERE p.providerorganizationid IN (?) OR LOWER(p.name) LIKE ?) AS _ WHERE ? = ?","select * from ( Select Distinct p.providerid ,p.name ProviderName ,po.Name Org ,case when lower(p.name) like 'housework%' or p.providerorganizationid in (122,128) then 'Pilot' else 'Main' end group FROM main.prod_homecare_actransactional_organization.provider p JOIN main.prod_homecare_actransactiona ..."
32,"SELECT * FROM (SELECT DISTINCT ref.referralid, CAST(ref.referredon AS DATE) AS referredon, ref.providerid, rr.returnapproved, CAST(rr.createdon AS DATE) AS returncreatedate, hcc.homecarechargeid, hcc.amount, p.providerorganizationid, CAST(hcc.createdon AS DATE) AS chargecreatedate FROM main.prod_homecare_actransactional_homecare.referral AS ref LEFT JOIN main.prod_homecare_actransactional_homecare.referralreturnrequest AS rr ON rr.referralid = ref.referralid LEFT JOIN main.prod_homecare_actransactional_billing.homecarecharge AS hcc ON hcc.referralid = ref.referralid LEFT JOIN main.prod_homecar ...","select * from ( Select DISTINCT ref.referralid ,date(ref.referredon) Referredon ,ref.providerid ,rr.returnapproved ,date(rr.createdon) ReturnCreateDate ,hcc.homecarechargeid ,hcc.amount ,p.providerorganizationid ,date(hcc.createdon) ChargeCreateDate FROM main.prod_homecare_actransactional_homecare.r ..."
30,"SELECT DISTINCT p.providerid, p.name AS providername, po.name AS org, CASE WHEN LOWER(p.name) LIKE ? OR p.providerorganizationid IN (?) THEN ? ELSE ? END AS group FROM main.prod_homecare_actransactional_organization.provider AS p JOIN main.prod_homecare_actransactional_organization.providerorganization AS po ON po.providerorganizationid = p.providerorganizationid WHERE p.providerorganizationid IN (?) OR LOWER(p.name) LIKE ?","select `providerid`, `ProviderName`, `Org`, `group` from ( Select Distinct p.providerid ,p.name ProviderName ,po.Name Org ,case when lower(p.name) like 'housework%' or p.providerorganizationid in (122,128) then 'Pilot' else 'Main' end group FROM main.prod_homecare_actransactional_organization.provid ..."
30,"SELECT DISTINCT ref.referralid, CAST(ref.referredon AS DATE) AS referredon, ref.providerid, rr.returnapproved, CAST(rr.createdon AS DATE) AS returncreatedate, hcc.homecarechargeid, hcc.amount, p.providerorganizationid, CAST(hcc.createdon AS DATE) AS chargecreatedate FROM main.prod_homecare_actransactional_homecare.referral AS ref LEFT JOIN main.prod_homecare_actransactional_homecare.referralreturnrequest AS rr ON rr.referralid = ref.referralid LEFT JOIN main.prod_homecare_actransactional_billing.homecarecharge AS hcc ON hcc.referralid = ref.referralid LEFT JOIN main.prod_homecare_actransaction ...","select `referralid`, `Referredon`, `providerid`, cast(`returnapproved` as BIGINT) as `C1`, `ReturnCreateDate`, `homecarechargeid`, `amount`, `providerorganizationid`, `ChargeCreateDate` from ( Select DISTINCT ref.referralid ,date(ref.referredon) Referredon ,ref.providerid ,rr.returnapproved ,date(rr ..."
29,"WITH cte AS (SELECT cph.providerid, cph.orderid, MIN(cph.date) AS firstactive, MAX(cph.date) AS lastactive FROM main.prod_homecare_acreporting_reporting.cartproviderhistory AS cph JOIN main.prod_homecare_actransactional_organization.provider AS p ON p.providerid = cph.providerid WHERE p.providerorganizationid = ? AND (cph.orderstatusreason = ? OR cph.orderstatus IN (?)) GROUP BY ?, ?), ctea AS (SELECT cte.providerid, fromdate, resumedate FROM cte JOIN main.prod_homecare_actransactional_organization.pausereferralrequest AS p ON p.providerid = cte.providerid WHERE approved = TRUE AND CAST(CURREN ...","select * from ( WITH CTE AS( Select cph.providerid ,cph.orderid ,min(cph.date) FirstActive ,max(cph.date) LastActive FROM main.prod_homecare_acreporting_reporting.cartproviderhistory cph JOIN main.prod_homecare_actransactional_organization.provider p on p.providerid = cph.providerid WHERE p.provider ..."
29,"WITH cte AS (SELECT rh.referralid, rh.leadid, rh.activatedon, rh.startedcareon, rh.endedcareon, rh.sysstarttime, ROW_NUMBER() OVER (PARTITION BY rh.referralid ORDER BY rh.sysstarttime DESC) AS rn, ref.endedcareon AS endedcareonfinal, ref.sysstarttime AS sysstarttimefinal FROM prod_homecare_acreporting_reporting.factreferralhistory AS rh JOIN prod_homecare_actransactional_homecare.referral AS ref ON rh.referralid = ref.referralid), cte1 AS (SELECT referralid, leadid, activatedon, startedcareon, endedcareon, sysstarttime, endedcareonfinal, sysstarttimefinal, ROW_NUMBER() OVER (PARTITION BY refer ...","select `OTBL`.`referralbillingid`, `OTBL`.`sysendtime`, `OTBL`.`providerid`, `OTBL`.`createdby`, `OTBL`.`modifiedon`, `OTBL`.`reportedon`, `OTBL`.`rate`, `OTBL`.`amount`, `OTBL`.`billingperiodid`, `OTBL`.`modifiedby`, `OTBL`.`invoicedon`, `OTBL`.`sysstarttime`, `OTBL`.`referralid`, `OTBL`.`createdon ..."
28,"WITH cte AS (SELECT DISTINCT hmcr.hmcrequestid, hmcr.hmcprospectid, hmcr.postalcode, hmcr.affiliateid, hmcr.affiliateinquiryid, apfm.lt_form_submit_channel, CASE WHEN hmcr.customflow = ? THEN ? ELSE ? END AS flow, CASE WHEN hmcr.affiliateid IN (?) THEN ? WHEN hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid IN (?) THEN ? WHEN hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid IN (?) THEN ? WHEN hmcr.affiliateid IN (?) THEN ? WHEN hmcr.url LIKE ? OR hmcr.url LIKE ? OR hmcr.url LIKE ? THEN ? WHEN hmcr.url LIKE ? OR hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliatei ...","select `HMCRequestID`, `HMCProspectID`, `Flow`, `lastoutcomeid`, `affiliateID`, `Channel`, `IsDJ`, `DJStep`, `djstepid`, `DJType`, `Source`, `formname`, `TimeID`, `SiteSection`, `SEMForm`, `EmailType`, `RequestDateTime`, `RequestStatusID`, `Lead`, `LSTF`, `RL`, cast(round(cast(`CampaignID` as DOUBLE ..."
27,"WITH cte AS (SELECT cph.providerid, cph.orderid, MIN(cph.date) AS firstactive, MAX(cph.date) AS lastactive FROM main.prod_homecare_acreporting_reporting.cartproviderhistory AS cph JOIN main.prod_homecare_actransactional_organization.provider AS p ON p.providerid = cph.providerid WHERE p.providerorganizationid = ? AND (cph.orderstatusreason = ? OR cph.orderstatus IN (?)) GROUP BY ?, ?), ctea AS (SELECT cte.providerid, fromdate, resumedate FROM cte JOIN main.prod_homecare_actransactional_organization.pausereferralrequest AS p ON p.providerid = cte.providerid WHERE approved = TRUE AND CAST(CURREN ...","select `ProviderID`, `OrderID`, `FirstActive`, `LastActive`, `OrderStatus`, `OrderReason`, `resumedate`, `monthlycap` from ( WITH CTE AS( Select cph.providerid ,cph.orderid ,min(cph.date) FirstActive ,max(cph.date) LastActive FROM main.prod_homecare_acreporting_reporting.cartproviderhistory cph JOIN ..."
27,"SELECT * FROM (SELECT c.id AS caseid, c.type, c.status, CAST(c.created_date AS DATE) AS casecreatedate, CAST(c.closed_date AS DATE) AS caseclosedate, c.origin, c.initial_onboarding_c, c.service_area_set_up_guide_c, c.the_art_of_conversion_c, c.rise_above_c, c.nurturing_for_results_c, c.portal_proficiency_c, c.catered_follow_up_c, c.hmc_ob_outreach_attempts_c, c.apfm_internal_onboarding_comments_c, u.name AS csm, CASE WHEN u.name IN (?) THEN ? ELSE u.name END AS csmgroup, c.account_id, c.first_activation_c AS firstactivation, CASE WHEN NOT c.initial_onboarding_c IS NULL THEN ? ELSE ? END AS ini ...","select * from ( Select c.id CaseID ,c.type ,c.status ,date(c.created_date) CaseCreateDate ,date(c.closed_date) CaseCloseDate ,c.origin ,c.initial_onboarding_c ,c.service_area_set_up_guide_c ,c.the_art_of_conversion_c ,c.rise_above_c ,c.nurturing_for_results_c ,c.portal_proficiency_c ,c.catered_follo ..."
26,"SELECT * FROM (SELECT DISTINCT cph.providerid, cph.orderid, cph.orderstatus, cph.orderstatusreason, cph.date, CONCAT(cph.providerid, ?, cph.orderid) AS providerorderid, p.providerorganizationid, CASE WHEN orderstatusreason = ? OR orderstatus IN (?) THEN ? WHEN orderstatus = ? THEN ? ELSE ? END AS status FROM main.prod_homecare_acreporting_reporting.cartproviderhistory AS cph LEFT JOIN main.prod_homecare_actransactional_organization.provider AS p ON cph.providerid = p.providerid WHERE cph.date >= DATE_TRUNC('YEAR', CURRENT_TIMESTAMP()) AND cph.contracttype IN (?) AND cph.orderstatus <> ? ORDER  ...","select * from ( Select distinct cph.providerid ,cph.orderid ,cph.orderstatus ,cph.orderstatusreason ,cph.date ,concat(cph.providerid, ""-"", cph.orderid) ProviderOrderID ,p.providerorganizationid ,case when orderstatusreason = 'Monthly Cap Reached' or orderstatus in ('Active', 'Paused') then ""Active+"" ..."
25,"WITH cte AS (SELECT CASE WHEN agentname = ? THEN ? ELSE agentname END AS agentname, manager, powerbi name FROM main.reporting.hcam_staffing WHERE NOT manager IS NULL), ctea AS (SELECT DISTINCT o.id, o.name AS opportunityname, CAST(o.created_date AS DATE) AS createddate, o.close_date, o.is_won, o.is_closed, o.stage_name AS currentstage, u.name AS hcam, o.account_id, oh.old_value, oh.new_value FROM cte JOIN main.community_salesforce.user AS u ON u.name = cte.agentname JOIN main.community_salesforce.opportunity AS o ON o.owner_id = u.id JOIN main.community_salesforce.opportunity_field_history AS  ...","select * from ( WITH CTE AS( Select CASE WHEN AgentName = 'Karen Isaak' then 'Karen isaak' else AgentName end AgentName ,Manager ,`PowerBI Name` FROM main.reporting.hcam_staffing where Manager is not null ) ,CTEA AS ( Select DISTINCT o.id ,o.name OpportunityName ,date(o.created_date) CreatedDate ,o. ..."
25,"SELECT * FROM (SELECT DISTINCT ref.referralid, CAST(ref.referredon AS DATE) AS referredon, ref.providerid, rr.returnapproved, CAST(rr.createdon AS DATE) AS returncreatedate, hcc.homecarechargeid, hcc.amount, CAST(hcc.createdon AS DATE) AS chargecreatedate FROM main.prod_homecare_actransactional_homecare.referral AS ref LEFT JOIN main.prod_homecare_actransactional_homecare.referralreturnrequest AS rr ON rr.referralid = ref.referralid LEFT JOIN main.prod_homecare_actransactional_billing.homecarecharge AS hcc ON hcc.referralid = ref.referralid LEFT JOIN main.prod_homecare_actransactional_organiza ...","select * from ( Select DISTINCT ref.referralid ,date(ref.referredon) Referredon ,ref.providerid ,rr.returnapproved ,date(rr.createdon) ReturnCreateDate ,hcc.homecarechargeid ,hcc.amount ,date(hcc.createdon) ChargeCreateDate FROM main.prod_homecare_actransactional_homecare.referral ref LEFT JOIN main ..."
24,"SELECT DISTINCT cph.providerid, cph.orderid, cph.orderstatus, cph.orderstatusreason, cph.date, CONCAT(cph.providerid, ?, cph.orderid) AS providerorderid, p.providerorganizationid, CASE WHEN orderstatusreason = ? OR orderstatus IN (?) THEN ? WHEN orderstatus = ? THEN ? ELSE ? END AS status FROM main.prod_homecare_acreporting_reporting.cartproviderhistory AS cph LEFT JOIN main.prod_homecare_actransactional_organization.provider AS p ON cph.providerid = p.providerid WHERE cph.date >= DATE_TRUNC('YEAR', CURRENT_TIMESTAMP()) AND cph.contracttype IN (?) AND cph.orderstatus <> ? ORDER BY date ASC","select `providerid`, `orderid`, `orderstatus`, `orderstatusreason`, `date`, `ProviderOrderID`, `providerorganizationid`, `Status` from ( Select distinct cph.providerid ,cph.orderid ,cph.orderstatus ,cph.orderstatusreason ,cph.date ,concat(cph.providerid, ""-"", cph.orderid) ProviderOrderID ,p.provider ..."
23,"WITH cte AS (SELECT cph.providerid, cph.orderid, MAX(cph.date) AS lastactive, MIN(cph.date) AS firstactive FROM main.prod_homecare_acreporting_reporting.cartproviderhistory AS cph WHERE (cph.orderstatusreason = ? OR cph.orderstatus IN (?)) AND cph.contracttype = ? GROUP BY ?, ?), ctea AS (SELECT DISTINCT cph.providerid, cph.orderid, cph.orderstatus, cph.orderstatusreason FROM main.prod_homecare_acreporting_reporting.cartproviderhistory AS cph WHERE date = CAST(CURRENT_TIMESTAMP() AS DATE)), cteb1 AS (SELECT r.region_id AS regionid, r.region_name AS regionname, zr.zip5 FROM main.prod_ygl_apfm.z ...","select * from ( WITH CTE AS( Select cph.providerid ,cph.orderid ,max(cph.date) LastActive ,min(cph.date) FirstActive FROM main.prod_homecare_acreporting_reporting.cartproviderhistory cph WHERE (cph.orderstatusreason = 'Monthly Cap Reached' or cph.orderstatus in ('Active', 'Paused')) and cph.contract ..."
23,"WITH cte AS (SELECT cph.providerid, p.name AS providername, cph.orderid, ost.name AS orderstatus, osrt.name AS orderstatusreason, MIN(cph.date) AS firstactive, MAX(cph.date) AS lastactive FROM main.prod_homecare_acreporting_reporting.cartproviderhistory AS cph LEFT JOIN main.prod_homecare_actransactional_organization.provider AS p ON p.providerid = cph.providerid LEFT JOIN main.prod_homecare_actransactional_ordermanagement.order AS o ON o.orderid = cph.orderid LEFT JOIN main.prod_homecare_actransactional_ordermanagement.orderstatusreasontype AS osrt ON osrt.orderstatusreasontypeid = o.ordersta ...","select * from ( WITH CTE1 AS( WITH CTE AS( Select cph.providerid ,p.name ProviderName ,cph.orderid ,ost.name OrderStatus ,osrt.name OrderStatusReason ,min(cph.date) FirstActive ,max(cph.date) LastActive FROM main.prod_homecare_acreporting_reporting.cartproviderhistory cph left join main.prod_homecar ..."
23,"SELECT * FROM (SELECT a.hmc_cart_provider_id_c AS providerid, a.id AS sf_accountid, u.name AS csm FROM main.community_salesforce.account AS a LEFT JOIN main.community_salesforce.user AS u ON u.id = a.hmc_csm_assignee_c WHERE NOT a.hmc_cart_provider_id_c IS NULL AND NOT u.name IS NULL) AS _ WHERE ? = ?","select * from ( Select a.hmc_cart_provider_id_c ProviderID ,a.id SF_AccountID ,u.name CSM FROM main.community_salesforce.account a LEFT JOIN main.community_salesforce.user u on u.id = a.hmc_csm_assignee_c where a.hmc_cart_provider_id_c is not null and u.name is not null ) as `_` where 0 = 1"
